,t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
1429027,859685780826050560,780840449963532160,negative,remain,2017-05-03T08:27:16.000Z,Pierre_Proudhon: Brexit could prompt human rights crisis - #fuckbrexit #stopbrexit #ToriesOut https://t.co/GxmO4YIac7,"['stopbrexit', 'fuckbrexit', 'toriesout']"
1446982,860021960046239744,780840449963532160,positive,remain,2017-05-04T06:43:08.000Z,RemainingKind: RT Pierre_Proudhon: Voter apathy is the best friend of Brexit… #ToriesOut #stopbrexit #fuckbrexit… https://t.co/2d7pcsZyPi,"['stopbrexit', 'fuckbrexit', 'toriesout']"
1438995,859809074845798400,780840449963532160,negative,remain,2017-05-03T16:37:12.000Z,AggieHJ: RT Pierre_Proudhon: Brexit could prompt human rights crisis - #fuckbrexit #stopbrexit #ToriesOut https://t.co/GxmO4YIac7,"['stopbrexit', 'fuckbrexit', 'toriesout']"
1447982,860042182895513600,780840449963532160,positive,remain,2017-05-04T08:03:29.000Z,BeaufortEve: RT Pierre_Proudhon: Voter apathy is the best friend of Brexit… #ToriesOut #stopbrexit #fuckbrexit  … https://t.co/2d7pcsZyPi,"['stopbrexit', 'fuckbrexit', 'toriesout']"
1430100,859698392104128512,780840449963532160,negative,remain,2017-05-03T09:17:23.000Z,dawn_woolley: RT Pierre_Proudhon: Brexit could prompt human rights crisis - #fuckbrexit #stopbrexit #ToriesOut https://t.co/GxmO4YIac7,"['stopbrexit', 'fuckbrexit', 'toriesout']"
1429829,859695823164145664,780840449963532160,negative,remain,2017-05-03T09:07:11.000Z,Carole_29: RT Pierre_Proudhon: Brexit could prompt human rights crisis - #fuckbrexit #stopbrexit #ToriesOut https://t.co/GxmO4YIac7,"['stopbrexit', 'fuckbrexit', 'toriesout']"
1447987,860042216772956160,780840449963532160,positive,remain,2017-05-04T08:03:37.000Z,VeroVero777: RT Pierre_Proudhon: Voter apathy is the best friend of Brexit… #ToriesOut #stopbrexit #fuckbrexit  … https://t.co/2d7pcsZyPi,"['stopbrexit', 'fuckbrexit', 'toriesout']"
1429965,859697081044406272,780840449963532160,negative,remain,2017-05-03T09:12:11.000Z,UFE_Bresistance: RT Pierre_Proudhon: Brexit could prompt human rights crisis - #fuckbrexit #stopbrexit #ToriesOut https://t.co/GxmO4YIac7,"['stopbrexit', 'fuckbrexit', 'toriesout']"
1447985,860042184799682560,780840449963532160,negative,remain,2017-05-04T08:03:30.000Z,kmqkatie: Our dreams are nightmares of Brexit and fascist politicians #FuckBrexit #ToryDirtyMoney #StopBrexit #De… https://t.co/CDjdazF8pn,"['stopbrexit', 'torydirtymoney', 'fuckbrexit', 'de…']"
1447828,860039429297254400,72684950,negative,remain,2017-05-04T07:52:33.000Z,RT @Pierre_Proudhon Dreams are nightmares of Brexit &amp; fascist politicians #FuckBrexit  #ToryDirtyMoney #StopBrexit #DefeatBrexit17 #GE2017 https://t.co/moF7FoE7fW,"['torydirtymoney', 'defeatbrexit17', 'ge2017', 'stopbrexit', 'fuckbrexit']"
1447840,860039596616425472,780840449963532160,negative,other,2017-05-04T07:53:13.000Z,kmqkatie: RT Pierre_Proudhon Dreams are nightmares of Brexit &amp; fascist politicians #FuckBrexit  #ToryDirtyMoney … https://t.co/DZjlxM91Qi,"['torydirtymoney', 'fuckbrexit']"
1026816,847351269509300224,368843399,neutral,remain,2017-03-30T07:34:20.000Z,And so it begins...https://t.co/SKm8ABZBMd #brexit #brexshit #terriblemistake #fuckbrexit #WTFarewedoing,"['wtfarewedoing', 'terriblemistake', 'fuckbrexit', 'brexshit', 'brexit']"
240336,885110751584768000,728533529940901760,neutral,other,2017-07-12T12:17:02.000Z,two places i call home! #Poland #England #Polska #anglia #uk #EU #fuckbrexit #Brexit #staytogether https://t.co/v2jLu62FUC,"['anglia', 'poland', 'staytogether', 'england', 'polska', 'fuckbrexit', 'brexit', 'uk', 'eu']"
1516656,931294969507336192,3031712657,neutral,other,2017-11-16T22:56:38.000Z,Can I just claim my Nigerian side right now? 🙈 #ashamedtobebritish #brexit #fuckbrexit #britishworkerswanted,"['ashamedtobebritish', 'fuckbrexit', 'britishworkerswanted', 'brexit']"
261471,885722062676951040,2213307961,neutral,other,2017-07-14T04:46:10.000Z,"#Brexit, the #UK key repeal bill facing challenges - https://t.co/eHTbToayhG #FuckBrexit","['brexit', 'fuckbrexit', 'uk']"
1405922,927624052247756800,235994058,positive,remain,2017-11-06T19:49:43.000Z,"For the love of Christ, let common sense prevail - PLEASE! Define the deal THEN call a second referendum! #brexit #brexshit #FuckBrexit https://t.co/yVUkDnL1d8","['brexshit', 'fuckbrexit', 'brexit']"
1465129,929838753350410240,747510520580804608,positive,other,2017-11-12T22:30:09.000Z,@dontbrexitfixit @rogerpercival @eucopresident @theresa_may I hereby burn the A50 letter May had written and proudly announce #fuckbrexit,['fuckbrexit']
380401,889564893145387008,26370963,neutral,leave,2017-07-24T19:16:12.000Z,"Mmm, Brexit chicken. So much to look forward to....  #FuckBrexit
https://t.co/HBx1KfdFPq via @youtube",['fuckbrexit']
618587,898626808714637312,14620159,negative,remain,2017-08-18T19:25:01.000Z,Nick Clegg book will reveal How to Stop Brexit https://t.co/cBuqKL5Vxj - sure as hell will be in my stocking! #FuckBrexit,['fuckbrexit']
1589601,933481970448961536,202150353,negative,remain,2017-11-22T23:46:59.000Z,"@steve_hawkes People moaning because Brexit was built on lies about the EU, lies that your dirty filthy rag spread daily. Now it turns out it will cost all of us £3.7 billion just to get started.

Why should I pay for it? Maybe you Brexiters should volunteer as you want it so bad. #FuckBrexit.",['fuckbrexit']
160666,882236321569419264,138781058,neutral,other,2017-07-04T13:55:04.000Z,Brexit is go at Stansted Airport. 😱 I see a small loophole though. 😂 #fuckbrexit https://t.co/8oLkl4E1xk,['fuckbrexit']
1904348,941607139923152896,594597931,neutral,other,2017-12-15T09:53:31.000Z,"My only tweet about Brexit.... 

#FuckBrexit",['fuckbrexit']
1687544,936305060832796672,123886942,positive,other,2017-11-30T18:44:56.000Z,"What a fun #FuckBrexit celebration, hosted by Fantastic Man, Jeremy Deller and House of Voltaire. All Fuck Brexit items are designed by Jeremy Deller and now available at https://t.co/G2PxrlYWVL with proceeds going towards their Gallery and Education programmes. https://t.co/uSqWj4Kkkp",['fuckbrexit']
621820,898882810903244800,252714035,negative,other,2017-08-19T12:22:17.000Z,If you were wondering what our reception will be like in Europe post-Brexit... the entire continent hates us. #FuckBrexit https://t.co/7av1I3PNB0,['fuckbrexit']
924081,911151879157174272,855407788113227648,negative,other,2017-09-22T08:55:11.000Z,None of the MSM is really telling us the whole story surrounding Brexit....it is gonna turn the UK into a Fascist State... #FuckBrexit,['fuckbrexit']
1189649,919462965262344192,855407788113227648,negative,other,2017-10-15T07:20:28.000Z,A bank has made a devastating prediction about what a ‘no deal’ Brexit will do to the UK [VIDEO] https://t.co/c9I9qpcr3a #FuckBrexit,['fuckbrexit']
1144284,918124199050391552,168125801,negative,remain,2017-10-11T14:40:41.000Z,Cancelling Brexit would sort out my mental health #fuckbrexit https://t.co/wDoqzndNq7,['fuckbrexit']
789576,906098786409250816,94217667,positive,remain,2017-09-08T10:15:59.000Z,Most days I'm cool but today I'm again having a Brexit wobble...wtf am I worth here?? #EUcitizen #HomeScotland #18yearsinUK #fuckBrexit,"['fuckbrexit', '18yearsinuk', 'eucitizen', 'homescotland']"
1438855,928906743169605632,19883701,neutral,remain,2017-11-10T08:46:40.000Z,I’ve made it!!! 😂 #fuckbrexit #brexit https://t.co/vBc52vrL4b,"['fuckbrexit', 'brexit']"
1180847,918956663025041408,10063382,neutral,other,2017-10-13T21:48:36.000Z,"@TheLastLeg an alternative name to #brexit ? 

#fuckbrexit https://t.co/qeqbsGY1wK","['fuckbrexit', 'brexit']"
1830427,939414979119403008,845062686039822208,negative,remain,2017-12-09T08:42:39.000Z,Up to £40 BILLION for #Brexit ???  Biggest collosal fucking waste of money in history. #fuckbrexit,"['fuckbrexit', 'brexit']"
649643,900273130588917760,22317556,negative,other,2017-08-23T08:26:55.000Z,@montie NEVER EVER. #brexit is built on lies &amp; is doomed to failure. #FuckBrexit,"['fuckbrexit', 'brexit']"
1439642,928918407424237568,107514604,positive,remain,2017-11-10T09:33:01.000Z,"""The democratic will of the British people must be respected"" says Teresa May,

And to make sure we're going to put #Brexit into Law so that it can't be stopped,

Tory ""Democracy"" in action...

#fuckbrexit","['fuckbrexit', 'brexit']"
1660909,935599312712732672,725301912686477312,positive,other,2017-11-28T20:00:33.000Z,YEAH BUT THAT 350 MILLION A WEEK FOR THE NHS THOUGH #brexit #fuckbrexit https://t.co/7TvvmQJlMi,"['fuckbrexit', 'brexit']"
762610,905183812379971584,3409402816,negative,remain,2017-09-05T21:40:13.000Z,"@theresa_may Too late. Business closed at the start of the summer with the loss of 12 jobs, largely due to #Brexit &amp; the hike in €/£ rate #fuckBrexit","['fuckbrexit', 'brexit']"
1318519,923453981258665984,739744994043531264,neutral,other,2017-10-26T07:39:20.000Z,"Today's tshirt.
#Brexit #fuckbrexit
https://t.co/fWOe72PmEY https://t.co/E85N8ioyon","['fuckbrexit', 'brexit']"
1780326,938478134059524096,422903434,neutral,remain,2017-12-06T18:39:57.000Z,This seems as relevant as when I first saw it 18 months ago. More so. #brexit #brexshit #fuckbrexit https://t.co/AVX8FnE7zz,"['fuckbrexit', 'brexshit', 'brexit']"
1516603,931293130636382208,3031712657,neutral,other,2017-11-16T22:49:19.000Z,"Are you actually allowed to ask ""what nationality are you?"" #discrimination #brexit #fuckbrexit  #britishworkerswanted","['fuckbrexit', 'discrimination', 'britishworkerswanted', 'brexit']"
796869,906474900982046720,20840869,positive,other,2017-09-09T11:10:32.000Z,"favourite banner on #peoplesmarch4EU won't surprise anyone - ""f*ck Brexit""! #fuckbrexit #fb","['fuckbrexit', 'fb', 'peoplesmarch4eu']"
42824,878359950325501952,93605978,negative,remain,2017-06-23T21:11:45.000Z,"Brexit's architects are hated by British public, chart shows | #FUCKBREXIT #FUCKINGFUCKBREXIT  https://t.co/lhxDFYi7G4","['fuckbrexit', 'fuckingfuckbrexit']"
490242,893395475423952896,298557111,negative,other,2017-08-04T08:57:34.000Z,Fuck english brexit after what @michaelgove said about fisheries he would sell off scottish fisheries #indyref2 #brexit #fuckbrexit,"['fuckbrexit', 'indyref2', 'brexit']"
1054893,915570076035805184,829233349399019520,neutral,other,2017-10-04T13:31:31.000Z,How come is Brexit a way for a country to work OR everyone? #TheresaMay #UK #fuckbrexit,"['fuckbrexit', 'theresamay', 'uk']"
801747,906612113732460544,137634222,negative,other,2017-09-09T20:15:46.000Z,All those EU flags makes me feel as sick as seeing all the #brexit mob waving union jacks #PeoplesMarch4EU #fuckbrexit #fucktheEU,"['fucktheeu', 'peoplesmarch4eu', 'fuckbrexit', 'brexit']"
1740932,937789335872638976,67645989,positive,other,2017-12-04T21:02:55.000Z,"Going home to celebrate today’s #Brexit shambles with a mince pie, a cup of tea and a smug smile on my face. #FuckTheDUP #fuckthetories #fuckbrexit","['fuckthetories', 'fuckbrexit', 'brexit', 'fuckthedup']"
1536611,932046161120284672,107048341,neutral,remain,2017-11-19T00:41:36.000Z,"It’s not even about winning or one-upmanship @UKLabour It’s about common sense. Fucksake, SORT YOUR SHIT OUT. #brexit #ToriesOut #fuckbrexit #labour #REMAIN","['labour', 'fuckbrexit', 'remain', 'brexit', 'toriesout']"
174176,882733276133289984,1276331472,positive,remain,2017-07-05T22:49:48.000Z,"God I wish it was 2010. Brexit was an idea for Looneys, no one knew who Corbyn was and punk pop was still cool. #NeverCoolReally #FuckBrexit","['nevercoolreally', 'fuckbrexit']"
209264,884199964397776896,281628104,negative,leave,2017-07-09T23:57:53.000Z,@OwenJones84 And Fuck Brexit https://t.co/RtImOeX89O #FuckBrexit #PRIDElondon https://t.co/Ez6prH65v9,"['pridelondon', 'fuckbrexit']"
283969,886444937214033920,772510488018219008,neutral,remain,2017-07-16T04:38:37.000Z,"Here's a lil poll for y'all to fill in, not gonna try to influence your decision #Brexit #Brexitshambles #StopBrexit #FuckBrexit #Remain 🇪🇺 https://t.co/Aqt7Nqs1sy","['remain', 'brexitshambles', 'brexit', 'stopbrexit', 'fuckbrexit']"
423762,891021966630686720,146210292,negative,remain,2017-07-28T19:46:05.000Z,"I'm saying 🖕🏽to #Brexit's populist racism &amp; shopping at #Lidl!

Wine, Pâté &amp; Rolls £4.98!!! ❤️#Deutschland

#FuckBrexit #Retail @LidlUK https://t.co/AGhCAjuvGs","['retail', 'lidl', ""brexit's"", 'fuckbrexit']"
177850,882903635474227200,810491204433485824,negative,remain,2017-07-06T10:06:44.000Z,"@CorbettCornell2 @spaceangel1964 @StopBrexit17 @LoubinWally @acgrayling @FT Brexit means disaster. If we leave, we are going to seriously fuck things up for everyone. #StopBrexit #FuckBrexit","['stopbrexit', 'fuckbrexit']"
1456133,929479183323009024,877940234784210944,negative,remain,2017-11-11T22:41:20.000Z,"I would call it ""brexit-phobia"", except the fear is not irrational.
#StopBrexit #FuckBrexit","['stopbrexit', 'fuckbrexit']"
1580136,933292134219870208,69558002,positive,leave,2017-11-22T11:12:39.000Z,"@No10Vigil @IvanFinegan @judi_sutherland @JMPSimor @JennyStiles1 Yes, we need more people to join the great @No10Vigil and SODEM to show people on the streets what we think of Brexit: #StopBrexit and if you are really as angry as I am, even #FuckBrexit #BolloxtoBrexit","['stopbrexit', 'fuckbrexit', 'bolloxtobrexit']"
1602331,933820741879025664,4783819303,neutral,remain,2017-11-23T22:13:09.000Z,"UK firms 'excluded' from space contracts by #Brexit.
#FuckBrexit
#StopBrexit 
https://t.co/Ko7q67C0TU","['stopbrexit', 'fuckbrexit', 'brexit']"
77798,879362445571235840,780840449963532160,positive,remain,2017-06-26T15:35:19.000Z,"garside66: georgeeaton SnowflakeAJ_87 it is still accepting #brexit, when it should be saying #stopbrexit #fuckbrexit","['stopbrexit', 'fuckbrexit', 'brexit']"
1797464,938894943657046016,895643881890598912,negative,remain,2017-12-07T22:16:13.000Z,@Nigel_Farage @LeaveEUOfficial She must go so we can cancel Brexit! #StopBrexit #fuckbrexit #FBPE,"['stopbrexit', 'fuckbrexit', 'fbpe']"
1797578,938898368453140480,895643881890598912,negative,remain,2017-12-07T22:29:49.000Z,@LeaveEUOfficial Get her out so we can get on with stopping brexit! 🇪🇺🇪🇺❤️👍 #stopbrexit #fuckbrexit #FBPE,"['stopbrexit', 'fuckbrexit', 'fbpe']"
604547,897957080794931200,780840449963532160,positive,remain,2017-08-16T23:03:45.000Z,"Porgie78: TheScaryNature That's brexit Christmas sorted...bird in a bird, and organic! Cheers. #FuckBrexit #StopBrexit #ReferenDumb","['stopbrexit', 'referendumb', 'fuckbrexit']"
407317,961738496250695680,230476212,negative,remain,2018-02-08T23:08:20.000Z,You only have to see the bemusement of Europeans to Brexit to realise how wrong we’ve got this! #bollockstobrexit #fuckbrexit #proudeuropean,"['bollockstobrexit', 'fuckbrexit', 'proudeuropean']"
1044879,990863992401879040,139367474,positive,remain,2018-04-30T08:02:39.000Z,"https://t.co/CPiEjoT0qr

If you do what you've always done, you'll always get what you always got ... could that be nothing ?

Vote for United States of Europe candidates at this week's UK ""local"" election.

Ask candidates where they stand on #brexit. 

#fuck_brexit #eu_party :)","['brexit', 'eu_party', 'fuckbrexit']"
725854,974641284852875264,459334491,neutral,other,2018-03-16T13:39:24.000Z,A Ben &amp; Jerry for £7 #FuckBrexit #Brexit,"['brexit', 'fuckbrexit']"
277731,956933815133507584,527599362,negative,remain,2018-01-26T16:56:15.000Z,That's #Brexit fucked then! #FuckBrexit https://t.co/8krEPTZ7kO,"['brexit', 'fuckbrexit']"
548575,967197780027559936,36350312,neutral,remain,2018-02-24T00:41:35.000Z,T-shirt: Cult-Culture-Subversion @FashionTextile Something for everyone.....#Brexit #Brexshit #FuckBrexit https://t.co/aJpUbYkApY,"['brexshit', 'fuckbrexit']"
864567,980227042255036416,296567612,negative,other,2018-03-31T23:35:13.000Z,"Sums up Brexit. They are people full of hate and I’m ashamed that they are from the same country as me.
#fuckbrexit https://t.co/480oI4UXF0",['fuckbrexit']
289528,957578905191403520,855407788113227648,neutral,remain,2018-01-28T11:39:36.000Z,When I go to LA I think I'll go live in someone's dumpster and live on Oreo crumbs rather than face Brexit #FuckBrexit,['fuckbrexit']
1044921,990864913206792192,139367474,positive,leave,2018-04-30T08:06:19.000Z,"https://t.co/cYxfaR4XJ8

Even Liz says #fuck_brexit. Vote for pro-EU candidates at this week's ""local"" UK elections. Doesn't matter what party they're from. Matters that we send an important message. Life's better with a huge back garden.

One wants to large it. https://t.co/At52Hnw2Vo",['fuckbrexit']
352554,959750391364714496,50597166,negative,remain,2018-02-03T11:28:19.000Z,"For 20 years I worked and paid taxes in the UK contributing to the British economy. Brexit is basically saying: fuck that, go home. But the UK is home now. All my friends, colleagues, memories. So #fuckbrexit instead. Let's fight this reduction of resources, this parochialisation",['fuckbrexit']
482345,964656605672427520,14536352,negative,other,2018-02-17T00:23:51.000Z,"Dear Theresa May, kindly GO FUCK YOURSELF and the horse you rode in on. We don't want anything that you or your rotten lot have to offer. BBC News - Theresa May warns EU not to block post-Brexit security deal https://t.co/7b8nXTTrTC #FuckBrExit",['fuckbrexit']
37036,944205326575955968,2878967939,negative,remain,2017-12-22T13:57:46.000Z,Brexit is a shit show - but at least the oldies have their blue passports back 🙃 #fuckbrexit,['fuckbrexit']
871676,980728506861670400,550300091,negative,other,2018-04-02T08:47:51.000Z,"@markpalexander I'm a German immigrant working in the City of London, a humanitarian, a liberal, also educated. That's 6 strikes against Brexit. #FuckBrexit",['fuckbrexit']
790878,977338563929899008,1717521084,negative,other,2018-03-24T00:17:26.000Z,"@emailtimw @cristo_burton ""Believes in Democracy"" ay? ....

Yet sacks a man for suggesting the British people should have a say on how Brexit turns out?

Fuck off appeaser. I've had a fucking gut full of you morons. For 2 years now. Fucking sick of it.

#Fuckbrexit",['fuckbrexit']
785368,977175933584134144,61012314,neutral,other,2018-03-23T13:31:12.000Z,Post-Brexit... #FuckBrexit https://t.co/XiJ3QiTmZo,['fuckbrexit']
218978,953607844481335296,436219044,neutral,other,2018-01-17T12:40:01.000Z,Why did brexit have to happen whilst I was doing a business degree. All I seem to be considering is the impact brexit could have on trade strategies and internationalisation. #FuckBrexit,['fuckbrexit']
816582,978325785177190400,2196077160,negative,remain,2018-03-26T17:40:18.000Z,"@McCartneyMaxwel @michaelgove Some of it was exaggeration - some was truthful. An appalling document.

Did you see the leave leaflet? EVERY SINGLE ITEM ON IT WAS A LIE.

Stop fucking equating the two. Brexit is bullshit which brings no benefit to the UK.
#FuckBrexit",['fuckbrexit']
130834,949691446868791296,220647608,positive,other,2018-01-06T17:17:40.000Z,Really enjoying @HSBC_UK ‘s anti-brexit ads #fuckbrexit,['fuckbrexit']
918025,983733564767440896,54300297,positive,leave,2018-04-10T15:48:53.000Z,"Great news!
Almost makes you wonder what we do actually gain from Brexit, doesn't it?
#fuckbrexit https://t.co/g8fX1ZF9wy",['fuckbrexit']
850459,979465689177165824,24378639,negative,other,2018-03-29T21:09:52.000Z,Fuck Brexit #fuckbrexit https://t.co/88t8maaJ6o,['fuckbrexit']
656075,971480135193985024,844224939465039872,positive,remain,2018-03-07T20:18:08.000Z,"Yesterday, @guyverhofstadt was in the UK to discuss #Brexit. A positively European day for us all it was! #brexitshambles #fuckbrexit 🇪🇺  https://t.co/9yTBXa00hr https://t.co/VzLwW5v6nd","['fuckbrexit', 'brexitshambles', 'brexit']"
237713,954399334988206080,313988830,negative,remain,2018-01-19T17:05:08.000Z,"This is possibly the worst thing to ever happen in the history of the world

#brexit #fuckbrexit #digestives #nationaltreasure #worstnewsever #fml https://t.co/kf8T9bDEMu","['fuckbrexit', 'fml', 'nationaltreasure', 'worstnewsever', 'brexit', 'digestives']"
